label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
dca48|trail15|monthly|rot,dca,monthly,True,trail15,8302834.57,-0.169717,-0.007908,0.170184,1702795.24,-0.0465,-0.0815,-0.3128,16.5189,0.000158,0.9993,0.0119,4166666.67,20,1,True
va48_0|trail25|monthly|1shot,value_avg,monthly,False,trail25,7495268.03,-0.250473,-0.012233,0.258147,2608172.23,-0.0474,-0.0659,-0.2062,24.8017,0.000361,0.9992,0.0275,7187058.78,16,1,True
va48_0|trail25|monthly|rot,value_avg,monthly,True,trail25,7495268.03,-0.250473,-0.012233,0.258147,2608172.23,-0.0474,-0.0659,-0.2062,24.8017,0.000361,0.9992,0.0275,7187058.78,16,1,True
scaled_rsi|trail35|monthly|1shot,scaled,monthly,False,trail35,6738003.31,-0.3262,-0.016714,0.352034,3660687.79,-0.0475,-0.1286,-0.1899,27.2129,0.012562,0.9966,0.1004,5451251.94,135,1,True
scaled_rsi|trail35|monthly|rot,scaled,monthly,True,trail35,6738003.31,-0.3262,-0.016714,0.352034,3660687.79,-0.0475,-0.1286,-0.1899,27.2129,0.012562,0.9966,0.1004,5451251.94,135,1,True
scaled_rsi|glide12|monthly|1shot,scaled,monthly,False,glide12,4060769.24,-0.593923,-0.037742,0.792282,9701201.91,-0.0476,-0.0278,-0.0294,39.607,0.039727,0.9925,0.4341,10000000.0,259,12,True
va96_6|trail25|monthly|1shot,value_avg,monthly,False,trail25,7530837.11,-0.246916,-0.012033,0.252352,2541861.06,-0.0477,-0.1168,-0.3807,24.0945,0.004312,0.9992,0.0162,5313531.1,18,1,True
va96_6|trail25|monthly|rot,value_avg,monthly,True,trail25,7530837.11,-0.246916,-0.012033,0.252352,2541861.06,-0.0477,-0.1168,-0.3807,24.0945,0.004312,0.9992,0.0162,5313531.1,18,1,True
trend100|trail35|monthly|1shot,trend,monthly,False,trail35,6711066.02,-0.328893,-0.016882,0.350798,3626344.81,-0.0481,-0.1671,-0.2415,26.6275,0.010574,0.9968,0.0843,4756944.44,64,1,True
trend100|trail35|monthly|rot,trend,monthly,True,trail35,6711066.02,-0.328893,-0.016882,0.350798,3626344.81,-0.0481,-0.1671,-0.2415,26.6275,0.010574,0.9968,0.0843,4756944.44,64,1,True
dca24|trail25|monthly|1shot,dca,monthly,False,trail25,7420082.53,-0.257992,-0.012658,0.258826,2591177.08,-0.0489,-0.0672,-0.2548,25.2265,0.000284,0.9993,0.0218,7916666.67,19,1,True
dca24|trail25|monthly|rot,dca,monthly,True,trail25,7420082.53,-0.257992,-0.012658,0.258826,2591177.08,-0.0489,-0.0672,-0.2548,25.2265,0.000284,0.9993,0.0218,7916666.67,19,1,True
