label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
trend200|maexit200|monthly|1shot,trend,monthly,False,maexit200,9799672.05,-0.020033,-0.001551,0.034382,343882.37,-0.0451,-0.0869,-0.3264,1.9817,2.8e-05,0.9988,0.0016,625000.0,10,1,True
trend200|maexit200|monthly|rot,trend,monthly,True,maexit200,9799672.05,-0.020033,-0.001551,0.034382,343882.37,-0.0451,-0.0869,-0.3264,1.9817,2.8e-05,0.9988,0.0016,625000.0,10,1,True
trend200|maexit200b|monthly|1shot,trend,monthly,False,maexit200b,9799672.05,-0.020033,-0.001551,0.034382,343882.37,-0.0451,-0.0869,-0.3264,1.9817,2.8e-05,0.9988,0.0016,625000.0,10,1,True
trend200|maexit200b|monthly|rot,trend,monthly,True,maexit200b,9799672.05,-0.020033,-0.001551,0.034382,343882.37,-0.0451,-0.0869,-0.3264,1.9817,2.8e-05,0.9988,0.0016,625000.0,10,1,True
dca96|maexit200|monthly|1shot,dca,monthly,False,maexit200,9666120.08,-0.033388,-0.002602,0.057298,573137.28,-0.0454,-0.086,-0.3224,3.3024,4.6e-05,0.9988,0.0026,1041666.67,10,1,True
dca96|maexit200|monthly|rot,dca,monthly,True,maexit200,9666120.08,-0.033388,-0.002602,0.057298,573137.28,-0.0454,-0.086,-0.3224,3.3024,4.6e-05,0.9988,0.0026,1041666.67,10,1,True
dca96|maexit200b|monthly|1shot,dca,monthly,False,maexit200b,9666120.08,-0.033388,-0.002602,0.057298,573137.28,-0.0454,-0.086,-0.3224,3.3024,4.6e-05,0.9988,0.0026,1041666.67,10,1,True
dca96|maexit200b|monthly|rot,dca,monthly,True,maexit200b,9666120.08,-0.033388,-0.002602,0.057298,573137.28,-0.0454,-0.086,-0.3224,3.3024,4.6e-05,0.9988,0.0026,1041666.67,10,1,True
dca48|maexit200|monthly|1shot,dca,monthly,False,maexit200,9332240.15,-0.066776,-0.005288,0.114563,1146274.55,-0.0462,-0.0839,-0.3118,6.603,9.5e-05,0.9988,0.0054,2083333.33,10,1,True
dca48|maexit200|monthly|rot,dca,monthly,True,maexit200,9332240.15,-0.066776,-0.005288,0.114563,1146274.55,-0.0462,-0.0839,-0.3118,6.603,9.5e-05,0.9988,0.0054,2083333.33,10,1,True
