date,side,shares,price,value,lot_id,realized_pnl_before_tax,realized_pnl_after_tax,reason,event_type
2021-12-09,SELL,49,15686.862000000001,768656.238,764,33392.07295890412,26608.47333730275,take_profit,take_profit
2021-12-21,BUY,49,15143.028,742008.372,765,0.0,0.0,buy_signal,buy
2021-12-29,SELL,49,15871.825,777719.425,765,35360.40363013706,28176.937632674715,take_profit,take_profit
2022-01-05,SELL,51,16166.766,824505.066,758,43568.108136986266,34717.24696895751,take_profit,take_profit
2022-01-12,BUY,15,15288.056999999999,229320.85499999998,766,0.0,0.0,buy_signal,buy
2022-01-14,BUY,2,15053.01,30106.02,767,0.0,0.0,buy_signal,buy
2022-01-17,BUY,49,15113.021999999999,740538.078,768,0.0,0.0,buy_signal,buy
2022-01-18,BUY,29,15258.051,442483.479,769,0.0,0.0,buy_signal,buy
2022-01-20,BUY,50,14102.82,705141.0,770,0.0,0.0,buy_signal,buy
2022-01-24,BUY,2,13962.792,27925.584,771,0.0,0.0,buy_signal,buy
2022-01-25,BUY,1,14162.832,14162.832,772,0.0,0.0,buy_signal,buy
2022-01-26,BUY,51,13842.768,705981.168,773,0.0,0.0,buy_signal,buy
2022-01-27,BUY,10,13877.775,138777.75,774,0.0,0.0,buy_signal,buy
2022-01-28,BUY,61,13217.643,806276.223,775,0.0,0.0,buy_signal,buy
2022-01-31,BUY,10,13362.672,133626.72,776,0.0,0.0,buy_signal,buy
2022-02-01,SELL,61,13982.203,852914.3829999999,775,46511.30005479444,37062.52944866295,take_profit,take_profit
2022-02-03,SELL,10,13917.216,139172.16,776,5513.4663013698655,4393.405622246577,take_profit,take_profit
2022-02-25,BUY,37,12912.582,477765.534,777,0.0,0.0,buy_signal,buy
2022-03-02,SELL,37,13087.382,484233.13399999996,777,6354.732767123264,5063.768805482173,take_profit,take_profit
2022-03-08,BUY,2,11607.321,23214.642,778,0.0,0.0,buy_signal,buy
2022-03-09,BUY,5,11567.313,57836.565,779,0.0,0.0,buy_signal,buy
2022-03-10,BUY,5,12027.404999999999,60137.024999999994,780,0.0,0.0,buy_signal,buy
2022-03-11,SELL,2,12042.591,24085.182,778,865.1455890410967,689.391262627398,take_profit,take_profit
2022-03-11,SELL,5,12042.591,60212.955,779,2367.297671232876,1886.3811493219173,take_profit,take_profit
2022-03-11,SELL,5,12042.591,60212.955,780,71.20643835617196,56.740850404115626,take_profit,take_profit
2022-03-24,SELL,51,14277.144,728134.344,773,20182.985917808313,16082.812328605554,take_profit,take_profit
2022-03-24,SELL,10,14277.144,142771.44,774,3617.914657534249,2882.9352948561664,take_profit,take_profit
2022-03-25,SELL,50,14952.009,747600.45,770,40253.1842465753,32075.74986688353,take_profit,take_profit
2022-03-25,SELL,2,14952.009,29904.018,771,1894.5966301369874,1509.7093247246585,take_profit,take_profit
2022-04-13,BUY,4,13202.64,52810.56,781,0.0,0.0,buy_signal,buy
2022-04-14,SELL,4,13702.259,54809.036,781,1994.2905753424682,1589.1504449616457,take_profit,take_profit
2022-05-13,BUY,3,12692.538,38077.614,782,0.0,0.0,buy_signal,buy
2022-05-16,SELL,3,13477.304,40431.912,782,2351.2739999999953,1873.6126868999963,take_profit,take_profit
2022-06-06,SELL,1,14267.146,14267.146,772,13.846767123287975,11.033796382192023,take_profit,take_profit
2022-06-16,BUY,8,13482.696,107861.568,783,0.0,0.0,buy_signal,buy
2022-06-17,BUY,5,12422.484,62112.42,784,0.0,0.0,buy_signal,buy
2022-06-20,SELL,5,12837.432,64187.16,784,2069.8956164383612,1649.3963219589082,take_profit,take_profit
2022-06-20,BUY,25,12842.568,321064.19999999995,785,0.0,0.0,buy_signal,buy
2022-06-21,BUY,9,12737.547,114637.92300000001,786,0.0,0.0,buy_signal,buy
2022-06-27,SELL,25,13422.315,335557.875,785,14370.743493150732,11451.32695251716,take_profit,take_profit
2022-06-27,SELL,9,13422.315,120800.835,786,6127.2419178082155,4882.492722205477,take_profit,take_profit
2022-07-21,SELL,8,14247.15,113977.2,783,5922.0990684931485,4719.024642728766,take_profit,take_profit
2022-08-18,SELL,2,15636.872000000001,31273.744000000002,767,862.3368219178103,687.1530965452072,take_profit,take_profit
2022-08-18,SELL,49,15636.872000000001,766206.728,768,18242.653013698655,14536.658053965773,take_profit,take_profit
2022-09-27,BUY,59,13122.624,774234.816,787,0.0,0.0,buy_signal,buy
2022-09-28,BUY,1,13027.605,13027.605,788,0.0,0.0,buy_signal,buy
2022-09-29,BUY,49,13187.636999999999,646194.213,789,0.0,0.0,buy_signal,buy
2022-10-03,BUY,16,12492.498,199879.968,790,0.0,0.0,buy_signal,buy
2022-10-05,SELL,59,13917.216,821115.7440000001,787,46526.26849315076,37074.45704876719,take_profit,take_profit
